INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,CONTROL,LATITUDE,LONGITUDE,MENONLY,WOMENONLY,ADM_RATE_ALL,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,AVGFACSAL,PCTPELL,RET_FT4,PCTFLOAN,AGE_ENTRY,FEMALE,MARRIED,VETERAN,FIRST_GEN,FAMINC,MD_FAMINC
University of the Sciences,Philadelphia,PA,19104-4495,Middle States Commission on Higher Education,www.usciences.edu,2,39.946412,-75.207001,0,0,0.597377766,1165,0,1340,0.4201,0.0619,0.0425,0.3672,0.0007,0.0015,0.0321,0.0104,0.0634,54708,NULL,38850,38850,NULL,8417,0.2754,0.8483,0.6824,20.01960784,0.623529412,PrivacySuppressed,PrivacySuppressed,0.237894737,89882.46471,75314
Community College of Philadelphia,Philadelphia,PA,19130-3991,Middle States Commission on Higher Education,www.ccp.edu,1,39.962458,-75.165604,0,0,NULL,NULL,0,17058,0.2214,0.47,0.1285,0.0802,0.0028,0.0023,0.0311,0.0287,0.0349,11557,NULL,4920,13800,NULL,6645,0.632,NULL,0.4378,24.83470011,0.607332369,0.073564882,0.009969449,0.554136767,24862.20429,17327.5
University of Pittsburgh-Bradford,Bradford,PA,16701,Middle States Commission on Higher Education,www.upb.pitt.edu/,1,41.943415,-78.673701,0,0,0.583096222,982,0,1435,0.6843,0.1268,0.0537,0.0216,0.0049,0.0007,0.0223,0.0216,0.0641,25788,NULL,13608,24630,NULL,7392,0.4281,0.6549,0.797,20.4141339,0.529968119,0.017534538,0.002550478,0.209672003,95689.11095,81308
University of Pittsburgh-Greensburg,Greensburg,PA,15601-5860,Middle States Commission on Higher Education,www.greensburg.pitt.edu/,1,40.276447,-79.532676,0,0,0.583096222,1024,0,1517,0.7594,0.06,0.0593,0.0448,0,0.0007,0.0363,0.0092,0.0303,24750,NULL,13618,24640,NULL,6873,0.363,0.7917,0.6863,20.4141339,0.529968119,0.017534538,0.002550478,0.209672003,95689.11095,81308
University of Pittsburgh-Johnstown,Johnstown,PA,15904,Middle States Commission on Higher Education,www.upj.pitt.edu,1,40.265957,-78.834163,0,0,0.583096222,1027,0,2765,0.8481,0.0398,0.0152,0.0159,0.0018,0.0011,0.0235,0.0203,0.0344,25747,NULL,13624,24646,NULL,7053,0.2987,0.7938,0.7106,20.4141339,0.529968119,0.017534538,0.002550478,0.209672003,95689.11095,81308
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,15260,Middle States Commission on Higher Education,www.pitt.edu,1,40.444388,-79.953254,0,0,0.583096222,1298,0,18920,0.7258,0.053,0.0348,0.0989,0.0007,0.0004,0.0376,0.0373,0.0114,32191,NULL,18618,29758,NULL,10479,0.1614,0.9224,0.5258,20.4141339,0.529968119,0.017534538,0.002550478,0.209672003,95689.11095,81308
University of Pittsburgh-Titusville,Titusville,PA,16354,Middle States Commission on Higher Education,www.upt.pitt.edu,1,41.628697,-79.664156,0,0,0.583096222,891,0,325,0.6738,0.2,0.0523,0.0185,0.0031,0,0.0431,0,0.0092,24947,NULL,11808,21552,NULL,5982,0.6445,NULL,0.8728,20.4141339,0.529968119,0.017534538,0.002550478,0.209672003,95689.11095,81308
Beaver Falls Beauty Academy,Beaver Falls,PA,15010-4208,National Accrediting Commission of Career Arts and Sciences,bfbeauty.com/,3,40.754161,-80.320347,0,0,NULL,NULL,0,38,0.8947,0.1053,0,0,0,0,0,0,0,NULL,17879,NULL,NULL,16100,NULL,0.8308,NULL,0.6923,25.83098592,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,25635.22535,13308
Pittsburgh Institute of Aeronautics,West Mifflin,PA,15122,Accrediting Commission of Career Schools and Colleges,www.pia.edu,2,40.350804,-79.926575,0,0,NULL,NULL,0,368,0.8315,0.0625,0.0272,0.019,0.0082,0.0054,0.0435,0,0.0027,32608,NULL,20438,20438,NULL,3494,0.4757,NULL,0.7405,23.62707839,0.071258907,0.087885986,0.038004751,0.370466321,48351.40143,34507
Pittsburgh Institute of Mortuary Science Inc,Pittsburgh,PA,15206-3706,American Board of Funeral Service Education Committee on Accreditation,www.pims.edu,2,40.459175,-79.930487,0,0,0.666666667,NULL,0,317,0.8738,0.1073,0.0126,0.0032,0,0,0.0032,0,0,NULL,NULL,NULL,NULL,21525,9994,0.1495,NULL,0.3333,28.67875648,0.601036269,0.202072539,PrivacySuppressed,PrivacySuppressed,48367.93782,33894
Pittsburgh Technical College,Oakdale,PA,15071,Middle States Commission on Higher Education,www.ptcollege.edu,3,40.424679,-80.189404,0,0,NULL,NULL,0,1875,0.6875,0.0843,0.0048,0.0091,0.0027,0.0011,0.0496,0,0.1611,28315,NULL,16415,16415,NULL,4868,0.6525,NULL,0.879,23.11943907,0.435203095,0.069632495,0.008220503,0.45824295,43393.15087,29861
Pittsburgh Theological Seminary,Pittsburgh,PA,15206-2596,Commission on Accrediting of the Association of Theological Schools,https://www.pts.edu,2,40.467347,-79.921397,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Point Park University,Pittsburgh,PA,15222-1984,Middle States Commission on Higher Education,www.pointpark.edu,2,40.438768,-80.002061,0,0,0.708568623,1014,0,3207,0.7169,0.1409,0.0262,0.0153,0.0031,0.0025,0.0427,0.0486,0.0037,40466,NULL,29030,29030,NULL,7383,0.3852,0.7942,0.7554,23.15417559,0.630620985,0.078158458,PrivacySuppressed,0.292798111,66397.97645,50701
The Salon Professional Academy-Altoona,Altoona,PA,16601-2419,National Accrediting Commission of Career Arts and Sciences,www.tspaaltoona.com,3,40.467868,-78.404069,0,0,NULL,NULL,0,65,0.9538,0.0154,0.0308,0,0,0,0,0,0,NULL,12938,NULL,NULL,13400,NULL,0.6338,NULL,0.7465,24.13402062,PrivacySuppressed,0.144329897,PrivacySuppressed,PrivacySuppressed,37509.76289,25848
Reading Area Community College,Reading,PA,19603-1706,Middle States Commission on Higher Education,https://www.racc.edu,1,40.334861,-75.935086,0,0,NULL,NULL,0,3479,0.4481,0.1156,0.3768,0.0187,0.0026,0.0026,0.0302,0.0017,0.0037,13981,NULL,5310,10050,NULL,6687,0.555,NULL,0.3826,25.20934317,0.599227257,0.11661398,0.009834914,0.539164491,29751.94872,19778
Reading Hospital School of Health Sciences,Reading,PA,19611,Accreditation Commission for Education in Nursing,www.readinghealth.org,2,40.32606,-75.950474,0,0,0.227272727,932,0,322,0.7764,0.0528,0.1025,0.0031,0.0031,0,0.0155,0,0.0466,23623,NULL,9825,9825,NULL,NULL,0.4116,NULL,0.6823,25.9707113,0.89539749,0.184100418,PrivacySuppressed,0.528888889,51334.33054,36957
Reconstructionist Rabbinical College,Wyncote,PA,19095-1898,Middle States Commission on Higher Education,www.rrc.edu,2,40.087689,-75.149506,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7881,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Reformed Presbyterian Theological Seminary,Pittsburgh,PA,15208-2594,Commission on Accrediting of the Association of Theological Schools,www.rpts.edu,2,40.447417,-79.897657,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Restaurant School at Walnut Hill College,Philadelphia,PA,19104,Accrediting Commission of Career Schools and Colleges,www.walnuthillcollege.edu,3,39.955098,-75.20749,0,0,0.97338403,NULL,0,428,0.4626,0.2967,0.0654,0.0304,0.0023,0,0.0584,0,0.0841,35862,NULL,23550,23550,NULL,6146,0.6985,0.8827,0.8492,22.32763533,0.56980057,PrivacySuppressed,PrivacySuppressed,0.434640523,52600.7208,34833
Brightwood Career Institute-Broomall,Broomall,PA,19008,Accrediting Council for Independent Colleges and Schools,www.brightwoodcareer.edu,3,39.962112,-75.35549,0,0,NULL,NULL,0,225,0.3689,0.4978,0.0444,0.0178,0.0044,0,0.0089,0.0044,0.0533,NULL,25782,NULL,NULL,15835,4495,0.6933,NULL,0.7488,28.03786575,0.518072289,0.082616179,PrivacySuppressed,0.628336756,22666.95697,14946
Robert Morris University,Moon Township,PA,15108-1189,Middle States Commission on Higher Education,www.rmu.edu,2,40.520415,-80.210468,0,0,0.798436628,1050,0,4371,0.7271,0.0638,0.0233,0.011,0.0009,0.0007,0.0291,0.124,0.0201,42015,NULL,28250,28250,NULL,11274,0.2831,0.7965,0.6008,21.22558014,0.486778198,0.042633567,0.009174312,0.30017452,74423.87588,62641
Rosedale Technical College,Pittsburgh,PA,15205-9791,Accrediting Commission of Career Schools and Colleges,www.rosedaletech.org,2,40.45205,-80.103926,0,0,NULL,NULL,0,404,0.8762,0.0965,0.0074,0.0173,0.0025,0,0,0,0,21682,NULL,12980,12980,NULL,4358,0.6348,NULL,0.5227,25.25963149,0.070351759,0.139028476,0.10720268,0.384328358,40892.8459,25898
Rosemont College,Rosemont,PA,19010-1699,Middle States Commission on Higher Education,www.rosemont.edu,2,40.033417,-75.32925,0,0,0.690883191,899,0,616,0.3831,0.3945,0.0666,0.0341,0.0032,0.0032,0.0503,0,0.0649,47467,NULL,19480,19480,NULL,5114,0.5425,0.7239,0.9395,21.93478261,0.637681159,0.050724638,PrivacySuppressed,0.374655647,56532.90821,38541
Saint Francis University,Loretto,PA,15940,Middle States Commission on Higher Education,www.francis.edu,2,40.506734,-78.63904,0,0,0.673558215,1069,0,1706,0.8283,0.0592,0.0129,0.0164,0.0023,0.0047,0.0152,0.0123,0.0487,45815,NULL,33344,33344,NULL,7667,0.2152,0.8897,0.556,21.67880364,0.644993498,0.067620286,PrivacySuppressed,0.257142857,82552.95449,73361
Saint Joseph's University,Philadelphia,PA,19131-1395,Middle States Commission on Higher Education,www.sju.edu,2,39.994442,-75.238343,0,0,0.779335876,1147,0,5274,0.7859,0.0639,0.0618,0.0252,0.0009,0.0013,0.0203,0.022,0.0186,58337,NULL,43020,43020,NULL,10121,0.1258,0.9078,0.4924,21.08685969,0.59298441,0.035634744,PrivacySuppressed,0.175101803,130361.0206,108285
Saint Vincent College,Latrobe,PA,15650-2690,Middle States Commission on Higher Education,https://www.stvincent.edu,2,40.29265,-79.403762,0,0,0.658687943,1055,0,1609,0.8502,0.0503,0.028,0.0162,0.0031,0.0006,0.0075,0.0056,0.0385,45367,NULL,33426,33426,NULL,7433,0.2736,0.8266,0.6967,19.72442019,0.448840382,PrivacySuppressed,PrivacySuppressed,0.267935578,90798.60982,79271
Saint Vincent Seminary,Latrobe,PA,15650-2690,Middle States Commission on Higher Education,www.saintvincentseminary.edu,2,40.29265,-79.403762,0,0,0.658687943,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4517,NULL,NULL,NULL,19.72442019,0.448840382,PrivacySuppressed,PrivacySuppressed,0.267935578,90798.60982,79271
Schuylkill Technology Center,Frackville,PA,17931,Pennsylvania State Board of Vocational Education,www.stcenters.org,1,40.775735,-76.22938,0,0,NULL,NULL,0,44,0.9091,0.0227,0.0682,0,0,0,0,0,0,NULL,16226,NULL,NULL,15584,NULL,0.5921,NULL,0.6579,28.56382979,0.606382979,0.244680851,PrivacySuppressed,0.689189189,37056.46809,23959.5
University of Scranton,Scranton,PA,18510-4629,Middle States Commission on Higher Education,www.scranton.edu,2,41.406556,-75.656915,0,0,0.745501285,1137,0,3757,0.8057,0.0192,0.0921,0.0258,0.0013,0.0016,0.0226,0.0098,0.0218,56578,NULL,42162,42162,NULL,9929,0.1826,0.8733,0.6524,19.69966777,0.566112957,0.00730897,PrivacySuppressed,0.203472222,123602.3535,99655
Seton Hill University,Greensburg,PA,15601,Middle States Commission on Higher Education,www.setonhill.edu,2,40.309407,-79.557433,0,0,0.608656036,NULL,0,1573,0.8156,0.075,0.0356,0.0102,0,0.0013,0.0248,0.0235,0.014,45122,NULL,33520,33520,NULL,9276,0.2545,0.7969,0.615,20.84840764,0.657324841,0.031847134,PrivacySuppressed,0.242506812,83692.9172,73391
University of Pittsburgh Medical Center-Shadyside School of Nursing,Pittsburgh,PA,15232,Accreditation Commission for Education in Nursing,www.upmc.com/shyson,2,40.459846,-79.927333,0,0,1,1025,0,126,0.8333,0.0714,0.0238,0.0238,0.0079,0,0.0079,0,0.0317,25330,NULL,14912,14912,NULL,NULL,0.2143,NULL,0.5286,26.99212598,0.850393701,0.173228347,PrivacySuppressed,0.351464435,57739.19291,37098.5
Sharon Regional School of Nursing,Sharon,PA,16146,Accreditation Commission for Education in Nursing,www.sharonregionalmedical.org,3,41.232638,-80.497236,0,0,NULL,NULL,0,26,1,0,0,0,0,0,0,0,0,23779,NULL,24155,24155,NULL,NULL,0.3571,NULL,0.4286,29.76595745,PrivacySuppressed,0.340425532,PrivacySuppressed,PrivacySuppressed,44862.87234,29758
Laurel Technical Institute,Sharon,PA,16146,Accrediting Commission of Career Schools and Colleges,www.laurel.edu,3,41.229017,-80.511433,0,0,0.885964912,NULL,0,164,0.7378,0.2317,0.0061,0,0,0,0.0244,0,0,13964,NULL,9744,9744,NULL,2930,0.7365,NULL,0.7905,26.29362881,0.639889197,0.171745152,PrivacySuppressed,0.616352201,25664.72576,18579
Shippensburg University of Pennsylvania,Shippensburg,PA,17257-2299,Middle States Commission on Higher Education,www.ship.edu/,1,40.057933,-77.522335,0,0,0.88308329,970,0,5837,0.7667,0.1117,0.0529,0.0163,0.0017,0.0007,0.0332,0.0055,0.0113,24473,NULL,11452,19542,NULL,10279,0.3085,0.7451,0.7022,20.23737536,0.527179157,0.015439048,PrivacySuppressed,0.335327234,74583.38373,65945
Slippery Rock University of Pennsylvania,Slippery Rock,PA,16057-1383,Middle States Commission on Higher Education,www.sru.edu,1,41.062719,-80.045965,0,0,0.694854814,998,0,7546,0.8582,0.0529,0.0229,0.0078,0.0023,0.0009,0.0353,0.0103,0.0094,23095,NULL,9862,13716,NULL,9526,0.3094,0.8255,0.7032,20.64648074,0.569721116,0.022045153,0.003984064,0.294573643,78742.59495,70320
Saint Charles Borromeo Seminary-Overbrook,Wynnewood,PA,19096,Middle States Commission on Higher Education,www.scs.edu,2,39.99133,-75.255675,1,0,1,NULL,0,68,0.6618,0.0441,0.2206,0.0441,0,0,0,0.0147,0.0147,38175,NULL,20655,20655,NULL,3136,0.1739,0.6875,0.3043,20.32142857,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,73195.10714,70453
South Hills Beauty Academy Inc,Pittsburgh,PA,15216,National Accrediting Commission of Career Arts and Sciences,www.shnhbeauty.com,3,40.38933,-80.041544,0,0,NULL,NULL,0,125,0.848,0.072,0,0.016,0.024,0,0,0,0.04,NULL,20114,NULL,NULL,15625,NULL,0.1538,NULL,0.2657,26.8952381,0.942857143,0.133333333,PrivacySuppressed,0.491525424,38458.80952,23284
South Hills School of Business & Technology,State College,PA,16801-4516,Accrediting Commission of Career Schools and Colleges,www.southhills.edu,3,40.775033,-77.855466,0,0,0.941979522,NULL,0,487,0.9322,0.0103,0.0123,0.0103,0.0041,0,0.0308,0,0,26061,NULL,16612,16612,NULL,4892,0.6415,NULL,0.8778,24.61771058,0.574514039,0.107991361,PrivacySuppressed,0.485875706,37665.61555,25530
St Lukes Hospital School of Nursing,Bethlehem,PA,18015,Accreditation Commission for Education in Nursing,www.sonstlukes.org,2,40.607054,-75.394494,0,0,NULL,NULL,0,112,0.7946,0.0714,0.1161,0.0179,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0.4396,NULL,0.9066,28.21428571,0.876623377,0.227272727,PrivacySuppressed,PrivacySuppressed,51128.85065,36081.5
The Beauty School,Stroudsburg,PA,18360-1720,National Accrediting Commission of Career Arts and Sciences,www.thebeautyinstituteskp.edu,3,40.989612,-75.223872,0,0,NULL,NULL,0,27,0.6296,0.1111,0.1481,0.037,0,0,0,0,0.0741,NULL,20272,NULL,NULL,15750,NULL,0.6582,NULL,0.8228,24.50943396,0.905660377,0.103773585,PrivacySuppressed,0.458333333,29394.93396,12375.5
Susquehanna University,Selinsgrove,PA,17870-1025,Middle States Commission on Higher Education,www.susqu.edu,2,40.797502,-76.875329,0,0,0.677025192,NULL,0,2138,0.7989,0.0678,0.0622,0.0196,0.0009,0,0.0299,0.0173,0.0033,55214,NULL,43720,43720,NULL,7989,0.2528,0.8333,0.7231,19.45674419,0.56372093,PrivacySuppressed,PrivacySuppressed,0.215897939,99953.11814,85160
Swarthmore College,Swarthmore,PA,19081,Middle States Commission on Higher Education,www.swarthmore.edu,2,39.905159,-75.354278,0,0,0.128029027,1421,0,1540,0.4227,0.0669,0.126,0.1623,0.0006,0.0013,0.0773,0.1162,0.0266,64363,NULL,49104,49104,NULL,12642,0.158,0.9754,0.1833,19.33453237,0.54676259,PrivacySuppressed,PrivacySuppressed,0.268774704,89476.70144,48016
Thaddeus Stevens College of Technology,Lancaster,PA,17602-3198,Middle States Commission on Higher Education,www.stevenscollege.edu,1,40.037951,-76.288718,0,0,0.575321726,NULL,0,1062,0.7307,0.1064,0.097,0.0179,0.0038,0.0009,0.0395,0.0009,0.0028,14951,NULL,7630,7630,NULL,7382,0.5083,NULL,0.5103,21.80287929,0.067552602,0.021040975,PrivacySuppressed,0.451450189,51564.17497,39605
Talmudical Yeshiva of Philadelphia,Philadelphia,PA,19131,Association of Advanced Rabbinical and Talmudic Schools,www.yiml.org/typ/Talmudical_Yeshiva_of_Philadelphia/NetPriceCalculator/,2,39.989249,-75.247964,1,0,0.816326531,NULL,0,124,0.9677,0,0,0,0,0,0,0.0323,0,18850,NULL,8600,8600,NULL,3798,0.2783,0.8889,0,19.05263158,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,49010.73684,46396
Temple University,Philadelphia,PA,19122-6096,Middle States Commission on Higher Education,www.temple.edu,1,39.980546,-75.156859,0,0,0.521892634,NULL,0,28709,0.5607,0.1264,0.0624,0.1129,0.001,0.0009,0.0315,0.0647,0.0395,30166,NULL,16274,27266,NULL,10451,0.3225,0.8996,0.6165,21.35851923,0.550251859,0.023826657,0.00335812,0.295915702,78931.37139,59850
Theological Seminary of the Reformed Episcopal Church,Blue Bell,PA,19422-1257,Commission on Accrediting of the Association of Theological Schools,www.reseminary.edu,2,40.168935,-75.290124,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Thiel College,Greenville,PA,16125-2181,Middle States Commission on Higher Education,www.thiel.edu,2,41.41354,-80.384383,0,0,0.742252828,927,0,851,0.7544,0.1375,0.0212,0.0235,0.0024,0,0.0317,0,0.0294,43137,NULL,29740,29740,NULL,6283,0.406,0.6618,0.824,19.97609562,0.360557769,PrivacySuppressed,PrivacySuppressed,0.315555556,64582.64542,53480.5
Thomas Jefferson University,Philadelphia,PA,19107,Middle States Commission on Higher Education,www.jefferson.edu,2,39.948274,-75.158266,0,0,NULL,NULL,0,692,0.6691,0.0824,0.0043,0.1012,0,0,0.0101,0.0058,0.1272,NULL,NULL,NULL,NULL,NULL,8614,0.1989,NULL,0.6011,24.20666667,0.774285714,0.077142857,PrivacySuppressed,0.329798515,58967.75238,39995.5
Fortis Institute-Erie,Erie,PA,16506-1013,Accrediting Council for Independent Colleges and Schools,www.fortis.edu,3,42.0604,-80.204328,0,0,NULL,NULL,0,524,0.7844,0.1088,0.0324,0,0.0019,0.0019,0.0134,0.0019,0.0553,24252,NULL,15306,15306,NULL,4850,0.7956,NULL,0.7245,26.74842238,0.747160286,0.110643669,0.006310475,0.609309623,20477.56668,12884
Triangle Tech Inc-Erie,Erie,PA,16502-2594,Accrediting Commission of Career Schools and Colleges,www.triangle-tech.edu,3,42.110339,-80.094042,0,0,NULL,NULL,0,99,0.9091,0.0505,0.0101,0.0101,0.0101,0,0.0101,0,0,25292,NULL,16383,16383,NULL,3580,0.6667,NULL,0.9333,32.62068966,PrivacySuppressed,0.310344828,PrivacySuppressed,0.520833333,59318.39655,66842.5
Triangle Tech Inc-Pittsburgh,Pittsburgh,PA,15214-3897,Accrediting Commission of Career Schools and Colleges,www.triangle-tech.edu,3,40.462003,-80.012781,0,0,NULL,NULL,0,153,0.6993,0.2549,0.0131,0,0,0,0.0327,0,0,26600,NULL,16632,16632,NULL,3369,0.7412,NULL,0.7118,26.79012346,0.094650206,0.069958848,0.12345679,0.420792079,25596.1358,14870
Triangle Tech Inc-Greensburg,Greensburg,PA,15601-3304,Accrediting Commission of Career Schools and Colleges,www.triangle-tech.edu,3,40.303168,-79.539468,0,0,NULL,NULL,0,159,0.9497,0.0314,0.0063,0,0,0,0.0126,0,0,23070,NULL,16594,16594,NULL,3730,0.6319,NULL,0.6258,24.44864865,0.045945946,0.113513514,0.037837838,0.491467577,43952.41081,29084.5
Triangle Tech Inc-Dubois,Falls Creek,PA,15840-3333,Accrediting Commission of Career Schools and Colleges,www.triangle-tech.edu,3,41.147974,-78.795923,0,0,NULL,NULL,0,149,0.9329,0.0067,0.047,0,0,0,0.0134,0,0,25920,NULL,16629,16629,NULL,3607,0.5564,NULL,0.7669,23.87579618,0.073248408,0.098726115,PrivacySuppressed,0.507042254,45853.40127,35188.5
Trinity Episcopal School for Ministry,Ambridge,PA,15003-2397,Commission on Accrediting of the Association of Theological Schools,www.tsm.edu,2,40.593403,-80.230178,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5628,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ursinus College,Collegeville,PA,19426-1000,Middle States Commission on Higher Education,www.ursinus.edu,2,40.193023,-75.456505,0,0,0.824167001,NULL,0,1540,0.7448,0.0649,0.0656,0.0442,0.0006,0,0.0351,0.0208,0.024,62734,NULL,49370,49370,NULL,8751,0.213,0.8438,0.6847,19.45573771,0.532786885,PrivacySuppressed,PrivacySuppressed,0.188455009,114933.959,99302
University of Valley Forge,Phoenixville,PA,19460-2373,Middle States Commission on Higher Education,www.valleyforge.edu,2,40.117835,-75.5469,0,0,0.787096774,NULL,0,742,0.5431,0.1712,0.1792,0.0121,0.004,0.0013,0.0472,0.0027,0.0391,32188,NULL,20694,20694,NULL,6052,0.473,0.7797,0.7312,24.00772201,0.554054054,0.079150579,PrivacySuppressed,0.333333333,49516.23745,36580
Valley Forge Military College,Wayne,PA,19087-3695,Middle States Commission on Higher Education,www.vfmac.edu,2,40.053697,-75.382097,0,0,0.944532488,900,0,249,0.4056,0.4096,0.0683,0.008,0.008,0,0.0562,0.0201,0.0241,48924,NULL,29975,29975,NULL,5007,0.5406,NULL,0.7311,20.06896552,0.114942529,PrivacySuppressed,PrivacySuppressed,0.336206897,55174.24138,37909
Venus Beauty Academy,Sharon Hill,PA,19079,National Accrediting Commission of Career Arts and Sciences,www.venusbeautyacademy.com,3,39.908715,-75.273105,0,0,NULL,NULL,0,114,0.6579,0.3158,0.0175,0.0088,0,0,0,0,0,NULL,23941,NULL,NULL,16350,NULL,0.3742,NULL,0.329,24.07751938,0.92248062,PrivacySuppressed,PrivacySuppressed,0.614035088,33450.22481,19300
